id,date_created,date_last_modified,active_date,name,phone,resign_date,resign_reason,status,tipe,area,operator_id,modified_by,vehicle_type,helmet_qty,jacket_qty,vehicle_brand,vehicle_year,bike_type,first_ride_bonus_awarded,is_doc_completed
38,3/28/2018 8:31,4/11/2018 8:19,4/11/2018,driver_38,6282221245538,NULL,NULL,1,1,7001,operator_38,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
39,3/28/2018 9:17,4/9/2018 4:48,4/9/2018,driver_39,6282221245539,NULL,NULL,1,1,7001,operator_39,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
40,3/28/2018 12:39,3/28/2018 12:39,3/28/2018,driver_40,6282221245540,NULL,NULL,0,1,6301,operator_40,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
41,3/28/2018 12:46,3/28/2018 12:46,3/28/2018,driver_41,6282221245541,NULL,NULL,0,1,6301,operator_41,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
42,3/29/2018 6:56,3/29/2018 6:56,3/29/2018,driver_42,6282221245542,NULL,NULL,0,1,7001,operator_42,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
43,3/29/2018 8:13,3/29/2018 8:13,3/29/2018,driver_43,6282221245543,NULL,NULL,0,1,7001,operator_43,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
44,3/29/2018 10:22,3/29/2018 10:22,3/29/2018,driver_44,6282221245544,NULL,NULL,0,1,7001,operator_44,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
45,3/29/2018 10:25,4/9/2018 9:15,4/9/2018,driver_45,6282221245545,NULL,NULL,1,1,7001,operator_45,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
46,3/29/2018 10:28,3/29/2018 10:28,3/29/2018,driver_46,6282221245546,NULL,NULL,0,1,7001,operator_46,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
47,3/29/2018 10:30,3/29/2018 10:30,3/29/2018,driver_47,6282221245547,NULL,NULL,0,1,7001,operator_47,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
48,3/29/2018 10:32,3/29/2018 10:32,3/29/2018,driver_48,6282221245548,NULL,NULL,0,1,7001,operator_48,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
49,3/29/2018 10:33,3/29/2018 10:33,3/29/2018,driver_49,6282221245549,NULL,NULL,0,1,7001,operator_49,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
50,3/30/2018 9:53,3/30/2018 9:53,3/30/2018,driver_50,6282221245550,NULL,NULL,0,1,1,operator_50,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
51,3/30/2018 9:58,3/30/2018 9:58,3/30/2018,driver_51,6282221245551,NULL,NULL,0,1,1,operator_51,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
52,4/2/2018 6:05,4/5/2018 5:50,4/5/2018,driver_52,6282221245552,NULL,NULL,0,1,7001,operator_52,NULL,bike,NULL,NULL,NULL,2008,NULL,\0,NULL
53,4/2/2018 6:53,4/9/2018 9:48,4/9/2018,driver_53,6282221245553,NULL,NULL,0,1,7001,operator_53,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
54,4/2/2018 7:16,4/2/2018 7:16,4/2/2018,driver_54,6282221245554,NULL,NULL,1,1,6301,operator_54,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
55,4/2/2018 8:59,4/2/2018 8:59,4/2/2018,driver_55,6282221245555,NULL,NULL,0,1,6301,operator_55,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
56,4/2/2018 9:01,4/2/2018 9:17,4/2/2018,driver_56,6282221245556,NULL,NULL,1,1,6301,operator_56,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
57,4/2/2018 11:19,4/2/2018 11:34,4/2/2018,driver_57,6282221245557,NULL,NULL,0,1,7001,operator_57,NULL,bike,NULL,NULL,NULL,2017,NULL,\0,NULL
58,4/2/2018 11:32,4/10/2018 6:55,4/10/2018,driver_58,6282221245558,NULL,NULL,0,1,7001,operator_58,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
59,4/2/2018 11:49,4/2/2018 12:16,4/2/2018,driver_59,6282221245559,NULL,NULL,0,1,7001,operator_59,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
60,4/3/2018 4:27,4/5/2018 9:35,4/5/2018,driver_60,6282221245560,NULL,NULL,0,1,7001,operator_60,NULL,bike,NULL,NULL,NULL,2012,NULL,\0,NULL
61,4/3/2018 4:30,4/5/2018 9:25,4/5/2018,driver_61,6282221245561,NULL,NULL,1,1,7001,operator_61,NULL,bike,NULL,NULL,NULL,2011,NULL,\0,NULL
62,4/3/2018 4:33,4/4/2018 7:05,4/4/2018,driver_62,6282221245562,NULL,NULL,0,1,7001,operator_62,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
63,4/3/2018 4:34,4/3/2018 4:34,4/3/2018,driver_63,6282221245563,NULL,NULL,0,1,7001,operator_63,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
64,4/3/2018 4:35,4/3/2018 4:36,4/3/2018,driver_64,6282221245564,NULL,NULL,0,1,7001,operator_64,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
65,4/3/2018 4:38,4/3/2018 4:38,4/3/2018,driver_65,6282221245565,NULL,NULL,0,1,7001,operator_65,NULL,bike,NULL,NULL,NULL,2014,NULL,\0,NULL
66,4/3/2018 4:40,4/3/2018 4:40,4/3/2018,driver_66,6282221245566,NULL,NULL,0,1,7001,operator_66,NULL,bike,NULL,NULL,NULL,2011,NULL,\0,NULL
67,4/3/2018 4:41,4/3/2018 4:41,4/3/2018,driver_67,6282221245567,NULL,NULL,0,1,7001,operator_67,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
68,4/3/2018 5:03,4/3/2018 5:05,4/3/2018,driver_68,6282221245568,NULL,NULL,0,1,7001,operator_68,NULL,bike,NULL,NULL,NULL,2014,NULL,\0,NULL
69,4/3/2018 12:10,4/3/2018 12:10,4/3/2018,driver_69,6282221245569,NULL,NULL,0,1,7001,operator_69,NULL,bike,NULL,NULL,NULL,2016,NULL,\0,NULL
70,4/4/2018 2:37,4/4/2018 3:21,4/4/2018,driver_70,6282221245570,NULL,NULL,0,1,7001,operator_70,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
71,4/4/2018 3:00,4/4/2018 13:38,4/4/2018,driver_71,6282221245571,NULL,NULL,0,1,7001,operator_71,NULL,bike,NULL,NULL,NULL,2014,NULL,\0,NULL
72,4/4/2018 9:18,4/4/2018 9:18,4/4/2018,driver_72,6282221245572,NULL,NULL,0,1,7001,operator_72,NULL,bike,NULL,NULL,NULL,2012,NULL,\0,NULL
73,4/4/2018 14:00,4/4/2018 14:00,4/4/2018,driver_73,6282221245573,NULL,NULL,0,1,7001,operator_73,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
74,4/5/2018 1:51,4/5/2018 9:04,4/5/2018,driver_74,6282221245574,NULL,NULL,1,1,7001,operator_74,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
75,4/5/2018 6:32,4/5/2018 8:15,4/5/2018,driver_75,6282221245575,NULL,NULL,0,1,7001,operator_75,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
76,4/5/2018 7:30,4/5/2018 7:30,4/5/2018,driver_76,6282221245576,NULL,NULL,0,1,7001,operator_76,NULL,bike,NULL,NULL,NULL,2016,NULL,\0,NULL
77,4/5/2018 9:35,4/11/2018 3:45,4/11/2018,driver_77,6282221245577,NULL,NULL,1,1,7001,operator_77,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
78,4/5/2018 10:35,4/11/2018 8:19,4/11/2018,driver_78,6282221245578,NULL,NULL,0,1,7001,operator_78,NULL,bike,NULL,NULL,NULL,2018,NULL,\0,NULL
79,4/5/2018 14:10,4/5/2018 14:10,4/5/2018,driver_79,6282221245579,NULL,NULL,0,1,1,operator_79,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
80,4/5/2018 14:14,4/5/2018 14:14,4/5/2018,driver_80,6282221245580,NULL,NULL,0,1,1,operator_80,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
81,4/5/2018 14:18,4/5/2018 14:18,4/5/2018,driver_81,6282221245581,NULL,NULL,0,1,1,operator_81,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
82,4/6/2018 7:03,4/6/2018 7:03,4/6/2018,driver_82,6282221245582,NULL,NULL,0,1,1,operator_82,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
83,4/9/2018 6:09,4/9/2018 7:22,4/9/2018,driver_83,6282221245583,NULL,NULL,0,5,1,operator_83,NULL,A6,NULL,NULL,bu?i sáng Vi?t Nam,2008,NULL,NULL,NULL
84,4/9/2018 6:14,4/9/2018 6:14,4/9/2018,driver_84,6282221245584,NULL,NULL,0,5,1,operator_84,NULL,A6,NULL,NULL,bu?i sáng Vi?t Nam,2008,NULL,NULL,NULL
85,4/9/2018 6:15,4/9/2018 6:15,4/9/2018,driver_85,6282221245585,NULL,NULL,0,5,1,operator_85,NULL,A6,NULL,NULL,bu?i sáng Vi?t Nam,2008,NULL,NULL,NULL
86,4/9/2018 6:49,4/9/2018 6:49,4/9/2018,driver_86,6282221245586,NULL,NULL,1,1,6301,operator_86,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
87,4/9/2018 8:23,4/11/2018 8:23,4/11/2018,driver_87,6282221245587,NULL,NULL,0,1,7001,operator_87,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
88,4/9/2018 9:58,4/9/2018 9:58,4/9/2018,driver_88,6282221245588,NULL,NULL,0,1,7001,operator_88,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
89,4/9/2018 10:00,4/9/2018 10:00,4/9/2018,driver_89,6282221245589,NULL,NULL,0,1,7001,operator_89,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
90,4/9/2018 10:37,4/9/2018 10:38,4/9/2018,driver_90,6282221245590,NULL,NULL,0,1,7001,operator_90,NULL,bike,NULL,NULL,NULL,2008,NULL,\0,NULL
91,4/9/2018 10:59,4/9/2018 10:59,4/9/2018,driver_91,6282221245591,NULL,NULL,0,1,7001,operator_91,NULL,bike,NULL,NULL,NULL,2012,NULL,\0,NULL
92,4/9/2018 11:02,4/9/2018 11:02,4/9/2018,driver_92,6282221245592,NULL,NULL,0,1,7001,operator_92,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
93,4/9/2018 11:03,4/9/2018 11:03,4/9/2018,driver_93,6282221245593,NULL,NULL,0,1,7001,operator_93,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
94,4/9/2018 11:04,4/9/2018 11:04,4/9/2018,driver_94,6282221245594,NULL,NULL,0,1,7001,operator_94,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
95,4/9/2018 12:10,4/9/2018 12:10,4/9/2018,driver_95,6282221245595,NULL,NULL,0,1,6301,operator_95,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
96,4/9/2018 13:24,4/9/2018 13:24,4/9/2018,driver_96,6282221245596,NULL,NULL,0,1,1,operator_96,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
97,4/10/2018 3:15,4/10/2018 3:15,4/10/2018,driver_97,6282221245597,NULL,NULL,0,1,7001,operator_97,NULL,bike,NULL,NULL,NULL,2012,NULL,\0,NULL
98,4/10/2018 3:34,4/10/2018 3:34,4/10/2018,driver_98,6282221245598,NULL,NULL,0,1,7001,operator_98,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
99,4/10/2018 3:35,4/10/2018 3:35,4/10/2018,driver_99,6282221245599,NULL,NULL,0,1,7001,operator_99,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
100,4/10/2018 3:51,4/10/2018 3:53,4/10/2018,driver_100,62822212455100,NULL,NULL,0,1,7001,operator_100,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
101,4/10/2018 4:16,4/10/2018 4:18,4/10/2018,driver_101,62822212455101,NULL,NULL,0,1,7001,operator_101,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
102,4/10/2018 4:39,4/10/2018 4:40,4/10/2018,driver_102,62822212455102,NULL,NULL,1,1,6301,operator_102,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
103,4/10/2018 6:30,4/10/2018 6:30,4/10/2018,driver_103,62822212455103,NULL,NULL,0,1,7001,operator_103,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
104,4/10/2018 6:36,4/10/2018 6:36,4/10/2018,driver_104,62822212455104,NULL,NULL,0,1,7001,operator_104,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
105,4/10/2018 7:08,4/10/2018 7:08,4/10/2018,driver_105,62822212455105,NULL,NULL,0,1,7001,operator_105,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
106,4/10/2018 7:15,4/10/2018 7:15,4/10/2018,driver_106,62822212455106,NULL,NULL,0,1,7001,operator_106,NULL,bike,NULL,NULL,NULL,2010,NULL,\0,NULL
107,4/10/2018 8:56,4/10/2018 12:34,4/10/2018,driver_107,62822212455107,NULL,NULL,0,1,6301,operator_107,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
108,4/10/2018 9:20,4/10/2018 9:20,4/10/2018,driver_108,62822212455108,NULL,NULL,0,1,7001,operator_108,NULL,bike,NULL,NULL,NULL,2011,NULL,\0,NULL
109,4/10/2018 9:24,4/10/2018 9:24,4/10/2018,driver_109,62822212455109,NULL,NULL,0,5,1,operator_109,NULL,car,NULL,NULL,NULL,NULL,NULL,\0,NULL
110,4/10/2018 9:24,4/10/2018 9:24,4/10/2018,driver_110,62822212455110,NULL,NULL,0,1,7001,operator_110,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
111,4/10/2018 10:16,4/10/2018 10:16,4/10/2018,driver_111,62822212455111,NULL,NULL,0,1,7001,operator_111,NULL,bike,NULL,NULL,NULL,2008,NULL,\0,NULL
112,4/10/2018 10:51,4/10/2018 10:51,4/10/2018,driver_112,62822212455112,NULL,NULL,0,1,7001,operator_112,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
113,4/10/2018 10:56,4/10/2018 10:56,4/10/2018,driver_113,62822212455113,NULL,NULL,0,1,1,operator_113,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
114,4/10/2018 10:58,4/10/2018 10:58,4/10/2018,driver_114,62822212455114,NULL,NULL,0,1,1,operator_114,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
115,4/10/2018 12:01,4/10/2018 12:01,4/10/2018,driver_115,62822212455115,NULL,NULL,0,1,1,operator_115,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
116,4/10/2018 12:22,4/10/2018 12:29,4/10/2018,driver_116,62822212455116,NULL,NULL,0,1,6301,operator_116,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
117,4/10/2018 12:40,4/10/2018 12:41,4/10/2018,driver_117,62822212455117,NULL,NULL,0,1,6301,operator_117,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
118,4/10/2018 14:40,4/10/2018 16:46,4/10/2018,driver_118,62822212455118,NULL,NULL,0,1,7001,operator_118,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
119,4/10/2018 15:39,4/10/2018 15:49,4/10/2018,driver_119,62822212455119,NULL,NULL,0,1,7001,operator_119,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
120,4/11/2018 3:41,4/11/2018 3:48,4/11/2018,driver_120,62822212455120,NULL,NULL,0,1,1,operator_120,NULL,A6,NULL,NULL,Honda,2008,NULL,NULL,NULL
121,4/11/2018 7:56,4/11/2018 7:58,4/11/2018,driver_121,62822212455121,NULL,NULL,0,1,6301,operator_121,NULL,bike,NULL,NULL,NULL,NULL,NULL,\0,NULL
123,4/11/2018 8:23,4/11/2018 8:23,4/11/2018,driver_123,62822212455123,NULL,NULL,0,1,7001,operator_123,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
124,4/11/2018 8:34,4/11/2018 8:34,4/11/2018,driver_124,62822212455124,NULL,NULL,0,1,7001,operator_124,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
125,4/11/2018 8:36,4/11/2018 8:36,4/11/2018,driver_125,62822212455125,NULL,NULL,0,1,7001,operator_125,NULL,bike,NULL,NULL,NULL,2013,NULL,\0,NULL
126,4/11/2018 8:42,4/11/2018 8:49,4/11/2018,driver_126,62822212455126,NULL,NULL,0,1,7001,operator_126,NULL,bike,NULL,NULL,NULL,2009,NULL,\0,NULL
127,4/11/2018 8:43,4/11/2018 8:43,4/11/2018,driver_127,62822212455127,NULL,NULL,0,1,7001,operator_127,NULL,bike,NULL,NULL,NULL,2016,NULL,\0,NULL
